TotalOrders,TotalSpent,AvgOrderValue,TotalTransactions,FirstPurchase,LastPurchase,TotalItems,CustomerLifespan,Recency
4,745.06,21.29,35,2019-04-05 11:29:00,2019-11-26 14:44:00,323,235,10
3,674.45,17.29,39,2019-02-16 15:21:00,2019-06-14 16:43:00,459,118,175
2,3251.07,23.73,137,2019-04-13 09:27:00,2019-05-04 09:00:00,1431,20,217
7,3515.68,175.78,20,2018-12-20 10:29:00,2019-11-30 16:04:00,2724,345,6
2,439.92,17.6,25,2019-09-28 10:52:00,2019-12-06 12:50:00,150,69,1
2,322.96,9.79,33,2019-02-05 12:24:00,2019-07-06 17:19:00,154,151,153
5,1026.42,6.75,152,2019-03-11 12:51:00,2019-12-02 13:20:00,491,266,4
3,598.2,6.5,92,2018-12-10 13:56:00,2019-09-19 15:06:00,357,283,78
2,230.22,19.18,12,2019-09-27 12:39:00,2019-11-16 15:27:00,142,50,20
2,169.55,15.41,11,2019-04-06 11:21:00,2019-11-16 08:47:00,87,223,21
4,664.54,18.99,35,2018-12-05 09:21:00,2019-02-02 14:43:00,460,59,307
1,80.7,40.35,2,2019-07-15 12:02:00,2019-07-15 12:02:00,42,0,145
18,9053.94,14.46,626,2018-12-07 19:32:00,2019-11-30 15:11:00,4542,357,6
8,2758.26,18.51,149,2019-02-25 12:27:00,2019-11-19 12:06:00,1844,266,18
2,190.25,12.68,15,2019-05-20 11:34:00,2019-09-28 11:54:00,187,131,70
1,264.7,24.06,11,2019-02-23 15:21:00,2019-02-23 15:21:00,109,0,286
1,413.59,14.77,28,2019-10-19 14:41:00,2019-10-19 14:41:00,249,0,48
6,2526.28,7.47,338,2019-03-06 12:19:00,2019-11-06 13:19:00,1732,245,30
1,357.98,35.8,10,2019-05-15 09:13:00,2019-05-15 09:13:00,154,0,206
2,196.79,13.12,15,2019-10-23 15:04:00,2019-11-23 11:36:00,315,30,14
1,869.87,16.11,54,2019-09-25 13:32:00,2019-09-25 13:32:00,639,0,72
1,200.14,18.19,11,2019-10-08 13:34:00,2019-10-08 13:34:00,172,0,59
4,1871.81,16.86,111,2018-12-07 13:57:00,2019-10-29 16:24:00,1136,326,38
12,2603.43,24.33,107,2018-12-06 10:38:00,2019-11-08 11:06:00,1183,337,29
5,920.51,57.53,16,2018-12-06 15:58:00,2019-11-11 12:38:00,679,339,26
15,7060.13,20.23,349,2019-03-18 13:48:00,2019-12-03 17:06:00,3445,260,3
1,320.46,24.65,13,2019-11-20 15:00:00,2019-11-20 15:00:00,430,0,16
6,4147.96,17.73,234,2019-03-28 11:48:00,2019-11-18 10:15:00,3044,234,19
2,1266.08,30.88,41,2019-04-12 15:39:00,2019-10-03 09:47:00,1313,173,65
1,311.3,19.46,16,2019-05-08 15:19:00,2019-05-08 15:19:00,190,0,212
6,855.97,10.19,84,2019-07-17 12:58:00,2019-11-25 16:18:00,998,131,11
1,76.8,15.36,5,2019-11-07 15:23:00,2019-11-07 15:23:00,64,0,29
9,3466.36,28.65,121,2019-01-11 10:43:00,2019-10-26 09:06:00,900,287,42
6,2313.14,14.92,155,2019-07-12 18:28:00,2019-12-04 11:05:00,940,144,3
5,1393.69,16.21,86,2019-04-06 08:20:00,2019-11-22 14:22:00,879,230,14
12,3901.81,18.76,208,2018-12-11 11:23:00,2019-11-27 13:40:00,2243,351,9
1,635.66,42.38,15,2019-05-10 16:50:00,2019-05-10 16:50:00,710,0,210
3,2043.08,52.39,39,2018-11-29 12:58:00,2019-10-23 10:31:00,962,327,45
2,529.73,11.27,47,2019-07-04 14:59:00,2019-07-26 15:55:00,877,22,133
7,4582.64,26.8,171,2019-02-22 09:28:00,2019-10-25 14:40:00,2668,245,42
5,2874.72,34.22,84,2019-05-06 10:33:00,2019-11-28 12:41:00,2478,206,9
3,962.19,32.07,30,2019-01-29 15:11:00,2019-08-14 09:39:00,641,196,115
2,695.61,16.56,42,2019-05-16 13:00:00,2019-05-23 15:47:00,365,7,197
1,328.8,29.89,11,2019-03-05 12:26:00,2019-03-05 12:26:00,160,0,277
3,473.02,13.91,34,2019-03-07 08:59:00,2019-08-19 15:01:00,462,165,109
1,505.18,12.95,39,2019-09-21 13:18:00,2019-09-21 13:18:00,1076,0,76
1,917.34,45.87,20,2019-10-16 10:02:00,2019-10-16 10:02:00,378,0,52
4,4341.21,26.96,161,2018-12-15 14:21:00,2019-06-29 11:29:00,2125,195,161
3,1421.61,21.54,66,2019-07-22 15:39:00,2019-10-22 10:13:00,1037,91,46
2,642.8,16.48,39,2019-09-10 15:32:00,2019-11-21 09:22:00,441,71,16
3,631.9,28.72,22,2019-03-26 15:10:00,2019-07-05 15:46:00,192,101,154
1,440.0,15.71,28,2019-04-26 14:39:00,2019-04-26 14:39:00,487,0,224
2,584.07,18.84,31,2019-04-01 15:50:00,2019-11-30 13:58:00,345,242,6
2,327.7,20.48,16,2019-08-05 13:31:00,2019-08-08 11:30:00,150,2,121
1,104.82,17.47,6,2019-10-08 09:01:00,2019-10-08 09:01:00,62,0,60
2,467.66,31.18,15,2019-07-16 16:57:00,2019-10-05 14:46:00,198,80,62
8,2360.09,9.71,243,2018-12-06 16:11:00,2019-11-19 16:48:00,1479,348,17
19,17286.86,69.15,250,2018-11-30 16:34:00,2019-11-30 17:13:00,5788,365,6
11,2975.59,20.81,143,2018-12-06 10:53:00,2019-12-05 15:23:00,2032,364,1
3,651.82,7.32,89,2019-07-03 13:06:00,2019-11-15 14:02:00,423,135,21
5,1428.02,21.64,66,2019-02-13 12:48:00,2019-11-09 10:03:00,739,268,28
1,626.65,16.49,38,2019-02-26 09:26:00,2019-02-26 09:26:00,268,0,284
2,147.2,5.26,28,2018-12-08 11:39:00,2019-06-14 13:57:00,46,188,175
3,1560.38,16.96,92,2019-05-14 14:05:00,2019-09-20 13:37:00,965,128,77
1,152.2,25.37,6,2019-11-04 13:48:00,2019-11-04 13:48:00,92,0,32
12,3614.92,15.38,235,2019-01-10 14:57:00,2019-10-28 12:42:00,1554,290,40
1,141.41,6.73,21,2019-03-16 13:25:00,2019-03-16 13:25:00,94,0,265
4,652.82,3.12,209,2019-02-01 11:39:00,2019-11-11 12:05:00,308,283,26
4,1659.75,276.62,6,2018-11-29 11:32:00,2019-08-20 15:27:00,535,264,108
1,154.99,11.07,14,2019-02-26 14:48:00,2019-02-26 14:48:00,460,0,283
5,1308.61,40.89,32,2018-11-30 10:09:00,2019-11-29 11:43:00,381,364,8
1,409.93,4.82,85,2019-02-05 14:53:00,2019-02-05 14:53:00,288,0,304
4,5681.72,11.64,488,2019-01-24 11:27:00,2019-11-21 12:20:00,3870,301,16
2,746.36,13.82,54,2019-08-23 13:46:00,2019-11-06 10:00:00,689,74,31
23,15610.39,74.34,210,2018-12-06 12:49:00,2019-12-07 10:20:00,3756,365,0
1,225.36,4.02,56,2019-11-18 12:30:00,2019-11-18 12:30:00,89,0,19
2,260.25,65.06,4,2019-07-01 12:21:00,2019-08-05 14:27:00,215,35,123
1,92.46,15.41,6,2019-10-03 15:49:00,2019-10-03 15:49:00,62,0,64
1,725.64,72.56,10,2019-08-23 15:04:00,2019-08-23 15:04:00,216,0,105
23,8214.65,7.43,1106,2019-02-26 15:19:00,2019-12-06 13:36:00,4273,282,0
17,6217.96,21.89,284,2018-12-12 12:11:00,2019-11-14 10:32:00,4876,336,23
1,183.6,22.95,8,2019-03-16 10:06:00,2019-03-16 10:06:00,128,0,266
19,6140.42,30.4,202,2018-11-30 12:11:00,2019-12-03 12:29:00,5386,368,4
12,10464.85,94.28,111,2018-12-08 15:56:00,2019-11-28 10:04:00,5593,354,9
5,1353.74,16.92,80,2019-03-08 12:59:00,2019-11-08 13:14:00,1788,245,28
1,152.55,21.79,7,2019-03-16 12:21:00,2019-03-16 12:21:00,45,0,266
2,374.7,7.21,52,2019-09-02 12:00:00,2019-10-05 10:21:00,361,32,63
1,265.85,11.08,24,2019-01-21 16:02:00,2019-01-21 16:02:00,73,0,319
8,1438.82,4.44,324,2019-03-18 11:33:00,2019-12-04 12:27:00,995,261,3
1,151.04,11.62,13,2019-11-05 15:49:00,2019-11-05 15:49:00,130,0,31
3,942.26,21.91,43,2019-03-21 16:35:00,2019-12-03 08:38:00,754,256,4
1,122.47,2.66,46,2019-07-31 15:19:00,2019-07-31 15:19:00,81,0,128
5,499.42,11.89,42,2019-03-08 15:52:00,2019-10-28 12:35:00,268,233,40
6,1049.37,16.14,65,2018-11-29 12:54:00,2019-08-28 12:16:00,310,271,101
1,375.1,31.26,12,2019-08-05 12:10:00,2019-08-05 12:10:00,301,0,124
1,45.6,11.4,4,2019-11-05 11:09:00,2019-11-05 11:09:00,48,0,32
2,934.52,6.11,153,2018-12-03 15:47:00,2019-02-08 16:17:00,596,67,301
1,182.25,6.28,29,2018-12-08 11:02:00,2018-12-08 11:02:00,110,0,364
9,1018.43,5.63,181,2018-12-01 12:24:00,2019-12-03 13:14:00,732,367,3
18,4448.54,9.89,450,2018-12-04 12:39:00,2019-12-05 13:46:00,3184,366,1
1,194.42,2.82,69,2019-12-05 12:41:00,2019-12-05 12:41:00,251,0,2
13,50491.81,85.72,589,2019-01-19 13:07:00,2019-11-27 16:16:00,12665,312,9
1,161.0,11.5,14,2019-10-12 10:38:00,2019-10-12 10:38:00,134,0,56
1,76.32,76.32,1,2019-01-17 10:51:00,2019-01-17 10:51:00,72,0,324
14,4076.91,19.05,214,2018-12-14 15:47:00,2019-11-30 12:13:00,2066,350,7
1,442.85,4.22,105,2019-11-25 16:27:00,2019-11-25 16:27:00,406,0,11
17,65164.79,12.75,5111,2019-08-28 10:49:00,2019-12-03 17:17:00,16352,97,3
1,147.35,7.02,21,2019-11-01 10:13:00,2019-11-01 10:13:00,104,0,36
11,3104.17,12.42,250,2018-12-18 11:14:00,2019-11-21 13:53:00,2179,338,15
1,194.9,7.5,26,2019-07-23 11:01:00,2019-07-23 11:01:00,64,0,137
6,5976.79,170.77,35,2019-01-15 13:09:00,2019-09-25 12:28:00,6942,252,73
5,1360.28,17.22,79,2019-10-24 12:46:00,2019-12-02 15:38:00,961,39,4
2,216.21,10.3,21,2019-06-25 12:49:00,2019-07-06 12:50:00,72,11,154
1,1266.23,17.11,74,2019-04-12 17:58:00,2019-04-12 17:58:00,800,0,238
7,2703.23,21.98,123,2018-12-08 13:29:00,2019-10-17 12:12:00,1793,312,51
2,597.91,17.59,34,2019-08-28 11:32:00,2019-11-07 10:41:00,381,70,30
1,144.2,16.02,9,2019-09-26 10:18:00,2019-09-26 10:18:00,88,0,72
12,5683.15,36.67,155,2019-03-16 09:59:00,2019-12-04 12:26:00,2445,263,3
4,692.85,69.28,10,2019-04-10 11:36:00,2019-11-23 13:44:00,458,227,13
7,2915.15,18.22,160,2019-03-07 11:28:00,2019-11-15 12:30:00,1651,253,22
4,1840.42,54.13,34,2018-12-18 12:14:00,2019-12-04 12:18:00,745,351,3
2,386.53,25.77,15,2019-01-11 11:05:00,2019-03-09 09:42:00,101,56,273
5,1382.74,19.2,72,2019-08-08 12:44:00,2019-11-18 10:29:00,707,101,19
1,90.0,30.0,3,2019-07-17 09:49:00,2019-07-17 09:49:00,72,0,143
4,2780.15,17.49,159,2019-10-09 10:39:00,2019-12-04 12:19:00,2082,56,3
1,419.58,83.92,5,2019-09-14 13:32:00,2019-09-14 13:32:00,1618,0,83
3,2740.43,16.41,167,2019-09-20 15:40:00,2019-11-27 12:47:00,1640,67,10
3,706.13,47.08,15,2019-11-27 12:21:00,2019-11-30 11:45:00,508,2,7
3,709.71,16.13,44,2019-01-31 12:26:00,2019-08-07 10:49:00,321,187,122
2,637.5,13.86,46,2019-03-27 10:49:00,2019-10-08 12:00:00,564,195,60
5,1123.86,21.61,52,2019-03-22 08:44:00,2019-12-06 11:02:00,592,259,1
1,483.86,7.22,67,2019-01-22 16:05:00,2019-01-22 16:05:00,258,0,318
11,3586.03,17.93,200,2019-06-07 12:04:00,2019-12-05 13:35:00,3368,181,1
3,605.64,21.63,28,2019-01-26 11:27:00,2019-07-31 11:34:00,348,186,129
15,4690.31,35.0,134,2018-11-30 10:27:00,2019-12-06 11:38:00,3850,371,1
2,982.38,20.9,47,2019-10-05 09:38:00,2019-12-06 12:44:00,610,62,1
1,415.82,15.99,26,2019-10-22 13:34:00,2019-10-22 13:34:00,510,0,45
2,935.05,14.17,66,2019-11-06 11:20:00,2019-12-04 09:05:00,811,27,3
4,915.13,22.88,40,2019-08-24 14:40:00,2019-12-05 09:53:00,355,102,2
1,311.81,14.17,22,2018-11-29 16:33:00,2018-11-29 16:33:00,313,0,372
1,115.8,16.54,7,2019-07-27 09:48:00,2019-07-27 09:48:00,30,0,133
4,3742.2,340.2,11,2019-05-04 13:01:00,2019-10-22 12:10:00,756,170,46
5,4191.0,19.96,210,2018-12-15 15:52:00,2019-11-29 10:18:00,2437,348,8
2,483.4,96.68,5,2019-02-25 11:42:00,2019-09-20 18:10:00,108,207,77
1,157.2,52.4,3,2019-04-18 12:02:00,2019-04-18 12:02:00,16,0,233
1,446.62,15.95,28,2019-05-01 09:44:00,2019-05-01 09:44:00,218,0,220
2,658.64,25.33,26,2018-12-13 10:04:00,2019-11-02 10:05:00,496,324,35
2,621.29,12.68,49,2019-04-17 15:46:00,2019-09-23 12:54:00,711,158,74
2,1345.62,25.88,52,2019-04-12 15:58:00,2019-04-12 16:26:00,465,0,238
1,118.75,19.79,6,2019-03-16 14:13:00,2019-03-16 14:13:00,25,0,265
55,117379.63,83.84,1400,2018-12-01 11:48:00,2019-11-28 10:54:00,57885,361,9
2,432.88,9.02,48,2019-02-25 13:04:00,2019-11-18 11:32:00,284,265,19
1,507.66,12.38,41,2019-10-28 15:08:00,2019-10-28 15:08:00,781,0,39
11,4693.01,3.9,1204,2018-12-10 11:17:00,2019-11-18 12:36:00,4408,343,19
3,1110.52,10.28,108,2018-12-03 13:18:00,2019-05-06 11:41:00,455,153,215
2,289.36,11.57,25,2019-02-18 12:32:00,2019-06-17 11:36:00,142,118,173
4,2445.91,47.04,52,2019-04-12 17:33:00,2019-09-11 15:18:00,893,151,86
2,1631.77,56.27,29,2019-09-18 12:18:00,2019-09-28 12:24:00,1033,10,70
1,122.54,4.9,25,2019-03-07 12:39:00,2019-03-07 12:39:00,54,0,275
4,574.84,11.05,52,2019-01-10 15:44:00,2019-10-29 14:29:00,150,291,38
1,363.79,6.27,58,2019-08-31 16:43:00,2019-08-31 16:43:00,167,0,97
4,450.84,15.55,29,2019-05-02 14:03:00,2019-11-27 11:54:00,150,208,10
1,134.46,5.17,26,2019-11-04 13:17:00,2019-11-04 13:17:00,94,0,32
3,3222.3,21.63,149,2019-01-12 12:22:00,2019-10-09 11:55:00,1515,269,59
4,576.9,18.61,31,2018-12-05 11:45:00,2019-02-13 13:12:00,209,70,296
4,559.41,13.32,42,2019-06-11 11:10:00,2019-09-12 15:11:00,205,93,85
7,1620.93,4.96,327,2019-06-08 12:51:00,2019-11-29 12:01:00,1505,173,8
2,719.78,4.36,165,2019-10-16 14:00:00,2019-10-28 12:07:00,330,11,40
25,4748.52,19.79,240,2018-11-30 13:08:00,2019-11-27 10:56:00,719,361,10
1,452.89,18.87,24,2019-10-02 12:43:00,2019-10-02 12:43:00,127,0,66
1,197.65,65.88,3,2019-01-10 13:52:00,2019-01-10 13:52:00,6,0,330
6,2054.36,31.61,65,2019-01-31 13:46:00,2019-11-07 12:45:00,1162,279,30
15,4654.08,17.56,265,2018-12-04 11:42:00,2019-12-05 15:55:00,3937,366,1
13,4684.76,18.09,259,2019-05-01 10:30:00,2019-12-06 09:23:00,3662,218,1
2,853.39,20.32,42,2019-03-13 11:38:00,2019-10-01 09:34:00,445,201,67
21,11349.52,19.6,579,2019-02-02 14:51:00,2019-12-03 10:38:00,5840,303,4
2,1012.0,144.57,7,2019-03-30 16:50:00,2019-05-20 10:29:00,760,50,201
1,335.52,55.92,6,2019-08-23 10:25:00,2019-08-23 10:25:00,142,0,106
4,701.4,17.98,39,2019-04-12 14:54:00,2019-11-19 16:35:00,290,221,17
1,185.4,92.7,2,2019-05-03 13:44:00,2019-05-03 13:44:00,28,0,217
7,747.44,20.2,37,2018-12-13 13:25:00,2019-10-08 13:27:00,590,299,59
1,161.03,3.66,44,2019-12-05 13:38:00,2019-12-05 13:38:00,82,0,1
2,466.7,19.45,24,2019-03-18 15:07:00,2019-11-21 10:55:00,204,247,16
1,328.16,16.41,20,2019-04-12 16:38:00,2019-04-12 16:38:00,276,0,238
1,151.74,15.17,10,2019-09-04 12:48:00,2019-09-04 12:48:00,114,0,94
6,2073.43,23.83,87,2019-01-09 12:56:00,2019-11-27 10:18:00,691,321,10
6,1905.84,18.68,102,2018-12-01 12:43:00,2019-08-24 12:36:00,760,265,105
9,2241.1,20.01,112,2019-02-15 15:50:00,2019-10-15 13:23:00,1242,241,52
1,1070.48,118.94,9,2019-09-09 12:45:00,2019-09-09 12:45:00,1152,0,89
5,1004.38,14.99,67,2019-03-05 12:26:00,2019-11-07 10:31:00,751,246,30
6,1789.72,16.57,108,2018-12-04 15:34:00,2019-11-26 12:19:00,1358,356,11
4,1839.3,31.17,59,2019-10-31 10:51:00,2019-12-04 14:56:00,594,34,2
17,2004.98,20.05,100,2018-12-06 13:28:00,2019-12-06 11:53:00,689,364,1
1,169.48,14.12,12,2019-10-26 10:00:00,2019-10-26 10:00:00,160,0,42
1,89.94,12.85,7,2019-12-03 16:23:00,2019-12-03 16:23:00,78,0,3
2,632.4,30.11,21,2018-12-14 18:18:00,2019-04-04 13:23:00,272,110,246
9,3432.8,17.79,193,2019-01-02 15:33:00,2019-10-26 13:42:00,2191,296,41
1,683.17,16.66,41,2019-06-13 16:42:00,2019-06-13 16:42:00,607,0,176
3,991.13,16.52,60,2019-03-18 16:02:00,2019-09-06 13:38:00,585,171,91
4,1050.12,8.9,118,2019-01-21 13:58:00,2019-08-19 13:24:00,514,209,109
5,2232.19,33.32,67,2019-03-13 15:36:00,2019-11-09 11:34:00,1308,240,28
10,3350.96,19.15,175,2019-02-26 12:27:00,2019-11-11 15:48:00,1820,258,25
3,1547.2,38.68,40,2019-01-08 12:03:00,2019-10-17 10:04:00,610,281,51
3,925.71,18.51,50,2019-02-22 11:55:00,2019-06-07 11:05:00,409,104,183
5,2048.07,17.81,115,2019-03-18 12:44:00,2019-10-26 11:09:00,1941,221,42
4,1462.72,41.79,35,2019-01-24 12:43:00,2019-10-19 15:54:00,680,268,48
4,775.46,4.88,159,2019-10-11 13:58:00,2019-11-15 17:53:00,963,35,21
5,3144.86,39.81,79,2019-03-22 13:23:00,2019-09-23 14:37:00,1959,185,74
2,490.86,32.72,15,2018-11-30 18:49:00,2019-09-18 09:13:00,310,291,80
1,161.0,17.89,9,2018-11-29 13:20:00,2018-11-29 13:20:00,38,0,372
1,146.85,18.36,8,2019-01-15 14:40:00,2019-01-15 14:40:00,111,0,325
11,2380.85,21.26,112,2019-01-25 14:45:00,2019-10-25 14:40:00,993,272,42
2,890.34,21.2,42,2019-04-26 11:40:00,2019-11-07 13:45:00,418,195,29
1,213.7,21.37,10,2019-06-07 11:46:00,2019-06-07 11:46:00,146,0,183
2,280.55,17.53,16,2019-01-16 08:53:00,2019-04-17 11:46:00,123,91,234
10,2588.77,18.36,141,2018-12-07 08:34:00,2019-11-29 11:12:00,1221,357,8
2,1693.45,15.68,108,2019-03-19 10:41:00,2019-05-02 08:40:00,976,43,219
3,1474.06,19.65,75,2019-04-06 08:25:00,2019-08-19 11:50:00,804,135,110
1,136.77,6.84,20,2019-03-04 15:21:00,2019-03-04 15:21:00,47,0,277
1,302.58,37.82,8,2019-01-23 14:45:00,2019-01-23 14:45:00,102,0,317
3,1904.05,17.15,111,2019-09-09 13:44:00,2019-11-30 14:30:00,1200,82,6
5,2879.7,36.92,78,2019-10-11 12:46:00,2019-12-06 08:32:00,1674,55,1
2,969.06,18.28,53,2018-12-08 11:44:00,2019-03-22 13:17:00,414,104,259
5,3099.72,29.24,106,2019-01-23 10:49:00,2019-10-04 16:54:00,1682,254,63
9,12669.98,114.14,111,2019-01-04 12:18:00,2019-11-28 15:27:00,7100,328,8
1,120.0,24.0,5,2019-07-19 10:44:00,2019-07-19 10:44:00,68,0,141
2,1163.45,22.37,52,2019-09-20 10:47:00,2019-10-18 10:04:00,406,27,50
8,2618.23,18.31,143,2019-04-11 12:23:00,2019-11-29 14:17:00,1645,232,7
2,333.97,19.65,17,2019-04-06 12:20:00,2019-07-06 10:20:00,70,90,154
2,530.18,17.1,31,2019-07-12 09:10:00,2019-08-20 13:32:00,330,39,108
3,1516.24,27.57,55,2019-03-22 11:38:00,2019-06-28 10:09:00,530,97,162
1,492.65,16.99,29,2019-01-10 09:33:00,2019-01-10 09:33:00,197,0,331
1,112.32,11.23,10,2019-04-26 12:47:00,2019-04-26 12:47:00,88,0,225
2,437.96,13.27,33,2019-03-28 13:57:00,2019-09-25 10:08:00,599,180,73
4,559.97,19.31,29,2019-04-09 13:24:00,2019-10-17 13:20:00,264,190,50
3,1119.74,17.5,64,2019-02-21 09:38:00,2019-08-31 09:45:00,744,191,98
3,4216.2,18.74,225,2019-05-09 13:20:00,2019-11-22 15:01:00,1984,197,14
1,134.04,16.76,8,2019-05-25 10:37:00,2019-05-25 10:37:00,52,0,196
15,3729.34,23.91,156,2018-12-05 12:21:00,2019-12-04 17:04:00,2668,364,2
2,595.25,18.6,32,2019-09-12 13:04:00,2019-11-07 08:11:00,161,55,30
4,1910.01,70.74,27,2019-06-14 12:36:00,2019-11-16 14:50:00,541,155,20
3,4628.75,16.53,280,2019-04-09 08:16:00,2019-11-14 10:34:00,4338,219,23
3,176.63,19.63,9,2019-05-23 11:41:00,2019-11-29 13:25:00,261,190,7
1,426.6,26.66,16,2019-05-08 13:22:00,2019-05-08 13:22:00,188,0,212
6,911.26,19.39,47,2019-02-21 12:33:00,2019-11-29 11:44:00,292,280,8
5,2314.65,22.92,101,2018-12-11 10:24:00,2019-11-26 14:02:00,915,350,10
11,3883.25,16.39,237,2019-03-07 15:20:00,2019-12-06 10:26:00,2749,273,1
9,4871.93,48.72,100,2019-02-28 08:26:00,2019-11-30 11:50:00,1663,275,7
4,1046.56,17.16,61,2018-12-04 10:18:00,2019-12-04 15:17:00,709,365,2
1,166.2,33.24,5,2019-10-28 15:50:00,2019-10-28 15:50:00,84,0,39
4,1305.33,21.05,62,2019-03-08 08:31:00,2019-11-20 09:06:00,865,257,17
44,51527.3,31.48,1637,2018-12-12 12:59:00,2019-11-29 13:12:00,58343,352,7
9,3965.62,27.73,143,2018-12-07 10:30:00,2019-11-29 16:05:00,2149,357,7
1,43.2,14.4,3,2019-11-19 08:57:00,2019-11-19 08:57:00,32,0,18
1,640.14,49.24,13,2019-08-12 15:33:00,2019-08-12 15:33:00,606,0,116
1,383.45,22.56,17,2019-04-29 11:50:00,2019-04-29 11:50:00,139,0,222
3,1858.96,17.7,105,2019-07-25 14:14:00,2019-09-27 15:29:00,1089,64,70
2,2093.32,63.43,33,2019-09-13 10:31:00,2019-10-17 13:23:00,1075,34,50
6,2995.72,16.64,180,2018-11-29 11:41:00,2019-09-10 09:38:00,2058,284,88
9,2352.53,20.11,117,2018-12-14 13:05:00,2019-11-29 13:33:00,1633,350,7
1,310.26,15.51,20,2019-04-09 10:14:00,2019-04-09 10:14:00,146,0,242
6,1611.59,18.52,87,2019-01-04 16:35:00,2019-10-22 09:46:00,1012,290,46
1,120.0,15.0,8,2019-08-23 10:39:00,2019-08-23 10:39:00,296,0,106
6,2481.13,24.57,101,2019-03-16 12:59:00,2019-10-24 12:06:00,1021,221,44
1,508.58,21.19,24,2019-10-04 10:44:00,2019-10-04 10:44:00,255,0,64
2,477.79,15.41,31,2019-01-09 09:12:00,2019-05-15 09:24:00,325,126,206
5,1530.75,12.45,123,2019-01-08 11:35:00,2019-11-27 09:47:00,2406,322,10
2,605.06,16.81,36,2019-04-13 11:44:00,2019-08-15 11:37:00,350,123,114
1,183.85,22.98,8,2019-04-09 15:04:00,2019-04-09 15:04:00,103,0,241
1,311.65,25.97,12,2019-06-27 13:58:00,2019-06-27 13:58:00,139,0,162
7,5014.84,19.36,259,2019-01-12 13:42:00,2019-11-20 15:50:00,3095,312,16
2,462.66,16.52,28,2019-07-25 15:14:00,2019-08-05 13:17:00,252,10,123
3,866.31,33.32,26,2019-07-13 10:33:00,2019-11-15 11:54:00,481,125,22
1,415.2,27.68,15,2019-10-01 10:38:00,2019-10-01 10:38:00,58,0,67
8,2552.21,15.75,162,2018-12-14 17:37:00,2019-11-21 10:01:00,1731,341,16
2,468.26,7.43,63,2019-09-02 13:07:00,2019-11-21 13:41:00,379,80,15
4,1614.91,17.94,90,2019-03-06 16:48:00,2019-11-21 11:40:00,1759,259,16
2,588.22,18.97,31,2019-05-25 13:30:00,2019-06-29 14:08:00,335,35,160
1,309.52,22.11,14,2019-04-09 11:06:00,2019-04-09 11:06:00,168,0,242
1,134.7,22.45,6,2019-05-03 09:44:00,2019-05-03 09:44:00,58,0,218
8,2182.28,16.92,129,2019-01-23 13:55:00,2019-10-23 15:48:00,1403,273,44
4,668.56,31.84,21,2019-05-11 13:50:00,2019-11-16 13:21:00,347,188,20
8,889.93,12.53,71,2018-12-04 11:58:00,2019-08-02 13:51:00,477,241,126
1,108.98,18.16,6,2019-10-30 09:51:00,2019-10-30 09:51:00,50,0,38
2,1021.58,17.03,60,2019-02-13 13:52:00,2019-08-09 09:47:00,605,176,120
1,409.57,22.75,18,2019-03-22 16:23:00,2019-03-22 16:23:00,183,0,259
1,133.5,4.31,31,2019-11-27 15:39:00,2019-11-27 15:39:00,86,0,9
1,282.93,15.72,18,2019-03-08 14:14:00,2019-03-08 14:14:00,183,0,273
1,51.0,51.0,1,2019-06-26 11:56:00,2019-06-26 11:56:00,12,0,164
4,1078.96,22.96,47,2019-03-09 14:58:00,2019-07-03 15:41:00,538,116,156
1,90.6,15.1,6,2019-05-06 16:06:00,2019-05-06 16:06:00,64,0,214
2,163.62,18.18,9,2019-11-07 15:36:00,2019-12-02 11:32:00,210,24,5
1,174.4,15.85,11,2018-12-07 12:16:00,2018-12-07 12:16:00,92,0,365
2,701.23,21.25,33,2019-09-17 14:43:00,2019-09-19 09:18:00,277,1,79
1,225.77,5.51,41,2019-10-25 16:23:00,2019-10-25 16:23:00,148,0,42
3,912.18,16.59,55,2019-09-11 09:03:00,2019-11-18 13:17:00,371,68,18
4,2128.23,18.04,118,2019-09-04 11:58:00,2019-11-06 09:12:00,1151,62,31
1,161.2,3.93,41,2019-11-15 15:08:00,2019-11-15 15:08:00,100,0,21
8,3717.35,53.87,69,2019-05-10 12:56:00,2019-08-21 11:01:00,1967,102,108
16,9261.52,17.67,524,2019-03-06 14:12:00,2019-11-29 13:19:00,4438,267,7
1,155.0,19.38,8,2019-01-22 09:52:00,2019-01-22 09:52:00,36,0,319
1,100.5,25.12,4,2019-02-15 16:35:00,2019-02-15 16:35:00,34,0,294
1,76.55,19.14,4,2018-12-14 15:40:00,2018-12-14 15:40:00,17,0,357
1,257.68,3.44,75,2019-06-05 13:44:00,2019-06-05 13:44:00,194,0,184
2,617.05,56.1,11,2019-03-20 13:38:00,2019-05-30 13:32:00,219,70,190
2,348.1,7.57,46,2019-02-15 15:03:00,2019-10-24 16:43:00,292,251,43
1,202.68,3.62,56,2019-10-16 17:10:00,2019-10-16 17:10:00,146,0,51
1,626.07,4.78,131,2019-11-11 16:18:00,2019-11-11 16:18:00,1237,0,25
3,1247.69,21.15,59,2019-06-27 10:18:00,2019-10-30 15:53:00,817,125,37
3,202.11,14.44,14,2019-11-14 11:55:00,2019-11-28 15:36:00,159,14,8
1,142.4,20.34,7,2019-02-14 09:45:00,2019-02-14 09:45:00,54,0,296
