Frequency,Monetary,Recency,CustomerID,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster
5,2383.24,6,14493,5,4,5,545,Champions,0
1,139.56,25,14494,4,1,1,411,New Customers,0
2,123.8,50,14495,3,3,1,331,Loyal Customers,0
2,538.81,311,14496,1,3,3,133,At Risk,1
1,475.37,308,14497,1,1,2,112,About to Sleep,1
5,1957.32,42,14498,3,4,4,344,Loyal Customers,0
3,815.32,25,14499,4,3,3,433,Loyal Customers,0
3,356.85,87,14500,2,3,2,232,At Risk,0
2,251.21,183,14501,1,3,2,132,At Risk,5
11,2470.67,19,14502,4,5,5,455,Champions,7
6,3543.26,2,14503,5,5,5,555,Champions,7
4,673.26,46,14504,3,4,3,343,Loyal Customers,0
8,5905.64,16,14505,4,5,5,455,Champions,7
5,2012.17,16,14506,4,4,4,444,Champions,0
6,1383.18,23,14507,4,5,4,454,Champions,0
2,276.42,21,14508,4,3,2,432,Loyal Customers,0
5,1314.81,10,14511,5,4,4,544,Champions,0
2,275.28,187,14512,1,3,2,132,At Risk,5
3,455.59,100,14513,2,3,2,232,At Risk,5
3,1055.35,60,14514,3,3,4,334,Loyal Customers,0
6,2102.09,17,14515,4,5,5,455,Champions,0
2,330.45,32,14517,3,3,2,332,Loyal Customers,0
1,174.37,63,14518,3,1,1,311,Lost,0
2,270.6,1,14520,5,3,2,532,Loyal Customers,0
4,974.54,23,14522,4,4,4,444,Champions,0
1,241.09,107,14523,2,1,1,211,About to Sleep,5
9,1867.68,31,14524,4,5,4,454,Champions,7
9,4332.2,19,14525,4,5,5,455,Champions,7
55,8508.82,2,14527,5,5,5,555,Champions,4
1,364.22,36,14528,3,1,2,312,Lost,0
3,620.04,59,14529,3,3,3,333,Loyal Customers,0
6,2925.91,25,14530,4,5,5,455,Champions,0
4,932.85,235,14532,1,4,3,143,At Risk,1
7,1949.72,24,14533,4,5,4,454,Champions,7
18,4447.05,2,14534,5,5,5,555,Champions,7
3,2864.19,59,14535,3,3,5,335,Loyal Customers,0
1,171.8,259,14536,1,1,1,111,About to Sleep,1
1,355.56,57,14537,3,1,2,312,Lost,0
2,388.25,64,14538,3,3,2,332,Loyal Customers,0
2,537.48,15,14539,4,3,3,433,Loyal Customers,0
3,996.26,9,14540,5,3,4,534,Loyal Customers,0
8,1461.65,58,14541,3,5,4,354,Loyal Customers,7
1,103.25,185,14542,1,1,1,111,About to Sleep,5
16,3630.33,28,14543,4,5,5,455,Champions,7
2,2024.45,23,14544,4,3,4,434,Loyal Customers,0
5,2578.09,4,14546,5,4,5,545,Champions,0
8,4007.54,3,14547,5,5,5,555,Champions,7
2,652.8,150,14548,2,3,3,233,At Risk,5
1,289.24,310,14549,1,1,2,112,About to Sleep,1
2,765.62,10,14550,5,3,3,533,Loyal Customers,0
2,186.23,17,14551,4,3,1,431,Loyal Customers,0
1,165.07,151,14552,2,1,1,211,About to Sleep,5
5,859.27,18,14553,4,4,3,443,Loyal Customers,0
4,2381.04,9,14554,5,4,5,545,Champions,0
2,324.14,56,14555,3,3,2,332,Loyal Customers,0
1,788.38,84,14557,2,1,3,213,About to Sleep,0
22,2237.77,6,14560,5,5,5,555,Champions,4
3,1080.76,75,14561,2,3,4,234,At Risk,0
18,5074.77,3,14562,5,5,5,555,Champions,7
4,3099.12,95,14565,2,4,5,245,At Risk,0
1,1432.0,110,14566,2,1,4,214,About to Sleep,5
2,1530.36,56,14567,3,3,4,334,Loyal Customers,0
1,227.39,0,14569,5,1,1,511,New Customers,0
2,218.06,280,14570,1,3,1,131,At Risk,1
7,2832.84,2,14572,5,5,5,555,Champions,7
9,1653.42,179,14573,1,5,4,154,At Risk,5
1,35.4,371,14576,1,1,1,111,About to Sleep,1
4,859.71,12,14577,5,4,3,543,Loyal Customers,0
1,168.63,2,14578,5,1,1,511,New Customers,0
1,138.6,16,14581,4,1,1,411,New Customers,0
1,114.11,40,14582,3,1,1,311,Lost,0
5,1052.55,5,14583,5,4,4,544,Champions,0
4,1042.26,168,14584,2,4,4,244,At Risk,5
1,157.05,49,14585,3,1,1,311,Lost,0
1,237.36,276,14586,1,1,1,111,About to Sleep,1
9,1601.14,18,14587,4,5,4,454,Champions,7
1,39.75,371,14589,1,1,1,111,About to Sleep,1
4,1447.14,14,14591,4,4,4,444,Champions,0
3,570.46,34,14592,3,3,3,333,Loyal Customers,0
3,617.99,21,14593,4,3,3,433,Loyal Customers,0
2,379.83,6,14594,5,3,2,532,Loyal Customers,0
6,1740.6,19,14595,4,5,4,454,Champions,0
2,883.15,10,14597,5,3,3,533,Loyal Customers,0
1,221.97,43,14598,3,1,1,311,Lost,0
1,393.33,305,14600,1,1,2,112,About to Sleep,1
1,213.96,10,14601,5,1,1,511,New Customers,0
1,660.0,274,14603,1,1,3,113,About to Sleep,1
93,12156.65,0,14606,5,5,5,555,Champions,2
14,16569.5,15,14607,4,5,5,455,Champions,7
4,1785.15,3,14608,5,4,4,544,Champions,0
4,601.56,71,14609,2,4,3,243,At Risk,0
3,406.08,242,14616,1,3,2,132,At Risk,1
3,553.44,8,14618,5,3,3,533,Loyal Customers,0
1,394.44,245,14619,1,1,2,112,About to Sleep,1
2,412.78,205,14620,1,3,2,132,At Risk,5
5,1788.36,0,14621,5,4,4,544,Champions,0
1,320.58,184,14622,1,1,2,112,About to Sleep,5
5,889.25,31,14623,4,4,3,443,Loyal Customers,0
2,225.85,56,14624,3,3,1,331,Loyal Customers,0
2,899.63,195,14625,1,3,3,133,At Risk,5
4,2791.27,23,14626,4,4,5,445,Champions,0
2,671.96,90,14628,2,3,3,233,At Risk,0
2,959.01,3,14629,5,3,4,534,Loyal Customers,0
3,1006.98,50,14631,3,3,4,334,Loyal Customers,0
1,114.56,262,14632,1,1,1,111,About to Sleep,1
1,344.9,265,14633,1,1,2,112,About to Sleep,1
2,609.85,35,14636,3,3,3,333,Loyal Customers,0
1,443.6,50,14638,3,1,2,312,Lost,0
6,2984.49,51,14639,3,5,5,355,Loyal Customers,0
6,2125.08,23,14640,4,5,5,455,Champions,0
1,110.46,21,14641,4,1,1,411,New Customers,0
1,96.12,58,14642,3,1,1,311,Lost,0
2,693.81,169,14643,2,3,3,233,At Risk,5
2,830.76,67,14644,3,3,3,333,Loyal Customers,0
2,597.09,156,14645,2,3,3,233,At Risk,5
73,280206.02,1,14646,5,5,5,555,Champions,6
1,243.22,200,14647,1,1,1,111,About to Sleep,5
4,1417.29,4,14649,5,4,4,544,Champions,0
2,654.6,66,14651,3,3,3,333,Loyal Customers,0
1,114.18,76,14652,2,1,1,211,About to Sleep,0
7,1947.55,0,14653,5,5,4,554,Champions,7
4,1932.23,7,14655,5,4,4,544,Champions,0
2,291.05,168,14656,2,3,2,232,At Risk,5
4,848.22,17,14657,4,4,3,443,Loyal Customers,0
2,247.15,4,14658,5,3,1,531,Loyal Customers,0
9,2529.93,8,14659,5,5,5,555,Champions,7
2,285.74,86,14660,2,3,2,232,At Risk,0
1,107.95,26,14661,4,1,1,411,New Customers,0
4,771.17,28,14662,4,4,3,443,Loyal Customers,0
2,637.89,19,14664,4,3,3,433,Loyal Customers,0
5,1835.7,60,14665,3,4,4,344,Loyal Customers,0
1,195.25,23,14666,4,1,1,411,New Customers,0
25,9241.2,10,14667,5,5,5,555,Champions,4
3,1269.99,241,14669,1,3,4,134,At Risk,1
2,411.53,279,14670,1,3,2,132,At Risk,1
2,765.55,234,14672,1,3,3,133,At Risk,1
5,1736.4,2,14673,5,4,4,544,Champions,0
1,604.75,15,14675,4,1,3,413,New Customers,0
6,2548.24,30,14676,4,5,5,455,Champions,0
16,28754.11,24,14680,4,5,5,455,Champions,4
3,498.95,70,14681,3,3,3,333,Loyal Customers,0
2,52.0,187,14682,1,3,1,131,At Risk,5
5,1236.28,25,14684,4,4,4,444,Champions,0
1,628.38,106,14687,2,1,3,213,About to Sleep,5
21,5630.87,7,14688,5,5,5,555,Champions,4
1,112.8,208,14689,1,1,1,111,About to Sleep,5
2,371.7,43,14690,3,3,2,332,Loyal Customers,0
5,2114.33,30,14691,4,4,5,445,Champions,0
4,591.55,136,14692,2,4,3,243,At Risk,5
1,172.9,264,14693,1,1,1,111,About to Sleep,1
7,2078.95,3,14696,5,5,5,555,Champions,7
2,188.61,217,14697,1,3,1,131,At Risk,5
5,1250.76,1,14698,5,4,4,544,Champions,0
1,109.13,213,14699,1,1,1,111,About to Sleep,5
3,2235.3,31,14700,4,3,5,435,Loyal Customers,0
9,2549.37,10,14701,5,5,5,555,Champions,7
17,3292.14,0,14702,5,5,5,555,Champions,7
1,318.17,14,14703,4,1,2,412,New Customers,0
9,1546.91,10,14704,5,5,4,554,Champions,7
1,179.0,198,14705,1,1,1,111,About to Sleep,5
3,1126.37,2,14708,5,3,4,534,Loyal Customers,0
13,4921.04,14,14709,4,5,5,455,Champions,7
4,606.13,13,14710,4,4,3,443,Loyal Customers,0
11,2868.8,9,14711,5,5,5,555,Champions,7
3,917.07,28,14712,4,3,3,433,Loyal Customers,0
11,2666.36,8,14713,5,5,5,555,Champions,7
1,160.19,23,14714,4,1,1,411,New Customers,0
4,867.38,24,14715,4,4,3,443,Loyal Customers,0
2,329.68,42,14716,3,3,2,332,Loyal Customers,0
5,1602.13,1,14719,5,4,4,544,Champions,0
3,663.81,5,14720,5,3,3,533,Loyal Customers,0
1,187.92,146,14722,2,1,1,211,About to Sleep,5
6,1158.3,9,14723,5,5,4,554,Champions,0
1,718.08,24,14725,4,1,3,413,New Customers,0
1,268.58,273,14727,1,1,2,112,About to Sleep,1
1,313.49,373,14729,1,1,2,112,About to Sleep,1
8,2005.06,0,14730,5,5,4,554,Champions,7
3,380.02,46,14731,3,3,2,332,Loyal Customers,0
8,2702.49,7,14732,5,5,5,555,Champions,7
12,9585.91,15,14733,4,5,5,455,Champions,7
32,6065.69,3,14735,5,5,5,555,Champions,4
3,1164.55,3,14737,5,3,4,534,Loyal Customers,0
7,1314.45,42,14738,3,5,4,354,Loyal Customers,7
7,3902.28,3,14739,5,5,5,555,Champions,7
3,1448.21,196,14740,1,3,4,134,At Risk,5
6,1400.34,11,14741,5,5,4,554,Champions,0
7,1099.98,15,14744,4,5,4,454,Champions,7
5,1220.26,112,14745,2,4,4,244,At Risk,5
1,328.2,248,14747,1,1,2,112,About to Sleep,1
5,1415.75,28,14748,4,4,4,444,Champions,0
1,389.64,43,14752,3,1,2,312,Lost,0
1,563.15,86,14753,2,1,3,213,About to Sleep,0
2,638.05,44,14754,3,3,3,333,Loyal Customers,0
11,5010.28,9,14755,5,5,5,555,Champions,7
1,738.96,14,14756,4,1,3,413,New Customers,0
1,420.5,74,14757,2,1,2,212,About to Sleep,0
4,1484.06,144,14758,2,4,4,244,At Risk,5
3,1625.97,4,14759,5,3,4,534,Loyal Customers,0
1,89.2,296,14760,1,1,1,111,About to Sleep,1
2,255.9,58,14761,3,3,2,332,Loyal Customers,0
1,300.52,263,14762,1,1,2,112,About to Sleep,1
1,278.3,46,14764,3,1,2,312,Lost,0
3,254.11,28,14765,4,3,2,432,Loyal Customers,0
6,2473.37,7,14766,5,5,5,555,Champions,7
2,192.6,16,14768,4,3,1,431,Loyal Customers,0
8,10674.75,2,14769,5,5,5,555,Champions,7
2,876.42,231,14770,1,3,3,133,At Risk,1
1,139.26,111,14772,2,1,1,211,About to Sleep,5
3,1011.9,57,14775,3,3,4,334,Loyal Customers,0
11,2538.3,50,14776,3,5,5,355,Loyal Customers,7
2,730.86,126,14778,2,3,3,233,At Risk,5
3,386.15,280,14779,1,3,2,132,At Risk,1
2,447.68,54,14780,3,3,2,332,Loyal Customers,0
1,200.1,319,14782,1,1,1,111,About to Sleep,1
2,289.99,25,14784,4,3,2,432,Loyal Customers,0
2,77.4,9,14785,5,3,1,531,Loyal Customers,0
2,679.44,6,14788,5,3,3,533,Loyal Customers,0
1,197.64,28,14789,4,1,1,411,New Customers,0
4,745.06,16,14790,4,4,3,443,Loyal Customers,0
1,6.2,63,14792,3,1,1,311,Lost,0
1,228.99,20,14793,4,1,1,411,New Customers,0
7,1319.91,2,14794,5,5,4,554,Champions,7
1,131.45,165,14795,2,1,1,211,About to Sleep,5
17,8022.49,0,14796,5,5,5,555,Champions,7
3,173.74,52,14798,3,3,1,331,Loyal Customers,0
1,157.7,50,14799,3,1,1,311,Lost,0
12,4339.74,47,14800,3,5,5,355,Loyal Customers,7
1,193.14,60,14801,3,1,1,311,Lost,0
3,845.55,161,14803,2,3,3,233,At Risk,5
1,353.27,8,14804,5,1,2,512,New Customers,0
4,554.65,14,14805,4,4,3,443,Loyal Customers,0
1,193.39,74,14806,2,1,1,211,About to Sleep,0
8,2741.17,39,14808,3,5,5,355,Loyal Customers,7
11,2087.88,40,14810,3,5,5,355,Loyal Customers,7
2,155.43,369,14813,1,3,1,131,At Risk,1
2,778.5,36,14815,3,3,3,333,Loyal Customers,0
1,271.85,196,14816,1,1,2,112,About to Sleep,5
2,1110.34,199,14817,1,3,4,134,At Risk,5
3,657.8,73,14818,2,3,3,233,At Risk,0
2,272.07,63,14819,3,3,2,332,Loyal Customers,0
4,507.29,20,14820,4,4,3,443,Loyal Customers,0
1,48.8,366,14821,1,1,1,111,About to Sleep,1
3,321.43,179,14823,1,3,2,132,At Risk,5
4,1127.71,9,14824,5,4,4,544,Champions,0
12,2226.91,3,14825,5,5,5,555,Champions,7
3,2139.76,196,14828,1,3,5,135,At Risk,5
4,697.55,28,14829,4,4,3,443,Loyal Customers,0
1,197.13,52,14830,3,1,1,311,Lost,0
6,1720.3,17,14834,4,5,4,454,Champions,0
3,102.45,9,14836,5,3,1,531,Loyal Customers,0
4,1649.5,89,14837,2,4,4,244,At Risk,0
1,62.85,267,14840,1,1,1,111,About to Sleep,1
6,3295.76,52,14841,3,5,5,355,Loyal Customers,0
4,2824.69,43,14842,3,4,5,345,Loyal Customers,0
4,3189.81,63,14844,3,4,5,345,Loyal Customers,0
1,309.4,148,14847,2,1,2,212,About to Sleep,5
25,7930.54,21,14849,4,5,5,455,Champions,4
1,325.75,311,14850,1,1,2,112,About to Sleep,1
2,511.35,22,14851,4,3,3,433,Loyal Customers,0
6,2836.69,57,14852,3,5,5,355,Loyal Customers,0
2,475.8,23,14853,4,3,2,432,Loyal Customers,0
7,2759.83,77,14854,2,5,5,255,At Risk,7
2,645.65,118,14855,2,3,3,233,At Risk,5
3,1311.38,35,14856,3,3,4,334,Loyal Customers,0
2,1173.12,59,14857,3,3,4,334,Loyal Customers,0
4,1353.74,12,14859,5,4,4,544,Champions,0
1,170.32,18,14860,4,1,1,411,New Customers,0
1,125.79,51,14861,3,1,1,311,Lost,0
2,841.2,25,14862,4,3,3,433,Loyal Customers,0
1,266.76,28,14863,4,1,2,412,New Customers,0
2,52.2,6,14865,5,3,1,531,Loyal Customers,0
12,14389.9,10,14866,5,5,5,555,Champions,7
3,710.28,185,14867,1,3,3,133,At Risk,5
8,2953.59,2,14868,5,5,5,555,Champions,7
2,725.7,8,14869,5,3,3,533,Loyal Customers,0
1,327.25,261,14870,1,1,2,112,About to Sleep,1
4,522.38,2,14871,5,4,3,543,Loyal Customers,0
1,519.68,209,14873,1,1,3,113,About to Sleep,5
2,1465.32,107,14875,2,3,4,234,At Risk,5
9,1485.54,12,14878,5,5,4,554,Champions,7
3,706.19,76,14880,2,3,3,233,At Risk,0
1,255.4,19,14881,4,1,2,412,New Customers,0
2,589.7,26,14882,4,3,3,433,Loyal Customers,0
6,761.59,18,14883,4,5,3,453,Loyal Customers,0
1,765.32,131,14885,2,1,3,213,About to Sleep,5
1,364.8,252,14886,1,1,2,112,About to Sleep,1
1,1862.0,78,14887,2,1,4,214,About to Sleep,0
1,369.2,206,14888,1,1,2,112,About to Sleep,5
1,135.9,335,14889,1,1,1,111,About to Sleep,1
1,125.65,253,14890,1,1,1,111,About to Sleep,1
2,554.38,147,14891,2,3,3,233,At Risk,5
2,1237.85,9,14893,5,3,4,534,Loyal Customers,0
1,655.75,84,14894,2,1,3,213,About to Sleep,0
20,11138.71,7,14895,5,5,5,555,Champions,4
2,468.77,204,14896,1,3,2,132,At Risk,5
4,1366.38,7,14897,5,4,4,544,Champions,0
6,1303.52,22,14898,4,5,4,454,Champions,0
9,1421.29,10,14901,5,5,4,554,Champions,7
1,332.66,25,14902,4,1,2,412,New Customers,0
5,2810.63,20,14903,4,4,5,445,Champions,0
2,1025.44,1,14904,5,3,4,534,Loyal Customers,0
2,616.15,157,14905,2,3,3,233,At Risk,5
7,3501.1,2,14907,5,5,5,555,Champions,7
1,277.8,73,14908,2,1,2,212,About to Sleep,0
4,434.35,2,14910,5,4,2,542,Loyal Customers,0
201,143825.06,0,14911,5,5,5,555,Champions,2
2,867.85,16,14912,4,3,3,433,Loyal Customers,0
4,1227.43,35,14913,3,4,4,344,Loyal Customers,0
2,307.48,90,14915,2,3,2,232,At Risk,0
4,1268.98,70,14916,3,4,4,344,Loyal Customers,0
2,1610.15,115,14918,2,3,4,234,At Risk,5
2,977.77,212,14920,1,3,4,134,At Risk,5
2,1316.07,29,14921,4,3,4,434,Loyal Customers,0
1,749.1,50,14923,3,1,3,313,Promising,0
1,310.05,245,14924,1,1,2,112,About to Sleep,1
1,223.88,31,14929,4,1,1,411,New Customers,0
3,2372.86,108,14930,2,3,5,235,At Risk,5
5,1257.68,4,14931,5,4,4,544,Champions,0
1,363.53,365,14932,1,1,2,112,About to Sleep,1
2,1890.94,81,14934,2,3,4,234,At Risk,0
1,1784.71,296,14935,1,1,4,114,About to Sleep,1
8,8137.02,33,14936,3,5,5,355,Loyal Customers,7
3,1621.88,56,14937,3,3,4,334,Loyal Customers,0
12,5900.25,29,14944,4,5,5,455,Champions,7
1,100.9,13,14946,4,1,1,411,New Customers,0
2,290.82,71,14947,2,3,2,232,At Risk,0
6,1101.97,22,14948,4,5,4,454,Champions,0
1,371.2,18,14950,4,1,2,412,New Customers,0
1,311.69,78,14951,2,1,2,212,About to Sleep,0
11,8099.49,59,14952,3,5,5,355,Loyal Customers,7
1,289.82,24,14953,4,1,2,412,New Customers,0
1,336.17,11,14954,5,1,2,512,New Customers,0
1,58.49,252,14957,1,1,1,111,About to Sleep,1
3,499.68,146,14958,2,3,3,233,At Risk,5
4,695.42,63,14959,3,4,3,343,Loyal Customers,0
2,221.27,7,14960,5,3,1,531,Loyal Customers,0
9,7044.68,10,14961,5,5,5,555,Champions,7
1,126.7,270,14962,1,1,1,111,About to Sleep,1
5,1487.8,9,14963,5,4,4,544,Champions,0
1,206.21,246,14964,1,1,1,111,About to Sleep,1
2,599.0,95,14965,2,3,3,233,At Risk,0
1,191.32,14,14966,4,1,1,411,New Customers,0
1,463.8,49,14967,3,1,2,312,Lost,0
1,147.59,29,14968,4,1,1,411,New Customers,0
4,1592.06,67,14970,3,4,4,344,Loyal Customers,0
3,1116.57,34,14971,3,3,4,334,Loyal Customers,0
1,114.77,127,14972,2,1,1,211,About to Sleep,5
3,1314.45,106,14973,2,3,4,234,At Risk,5
1,114.39,36,14974,3,1,1,311,Lost,0
1,279.94,56,14975,3,1,2,312,Lost,0
7,790.86,56,14976,3,5,3,353,Loyal Customers,0
5,1931.42,71,14978,2,4,4,244,At Risk,0
1,102.12,245,14981,1,1,1,111,About to Sleep,1
2,213.27,18,14984,4,3,1,431,Loyal Customers,0
2,296.75,197,14985,1,3,2,132,At Risk,5
2,326.4,15,14987,4,3,2,432,Loyal Customers,0
1,334.54,211,14988,1,1,2,112,About to Sleep,5
2,233.23,38,14995,3,3,1,331,Loyal Customers,0
3,546.2,45,14997,3,3,3,333,Loyal Customers,0
2,429.87,169,14998,2,3,2,232,At Risk,5
1,490.52,47,15000,3,1,3,313,Promising,0
4,1641.76,115,15002,2,4,4,244,At Risk,5
1,1246.32,146,15004,2,1,4,214,About to Sleep,5
28,6316.57,15,15005,4,5,5,455,Champions,4
1,502.09,50,15006,3,1,3,313,Promising,0
1,156.91,158,15007,2,1,1,211,About to Sleep,5
3,1261.78,11,15009,5,3,4,534,Loyal Customers,0
1,308.94,35,15010,3,1,2,312,Lost,0
2,423.04,53,15012,3,3,2,332,Loyal Customers,0
2,260.17,42,15014,3,3,2,332,Loyal Customers,0
1,170.04,172,15016,2,1,1,211,About to Sleep,5
1,125.58,33,15017,3,1,1,311,Lost,0
3,496.21,38,15018,3,3,3,333,Loyal Customers,0
1,266.0,266,15019,1,1,2,112,About to Sleep,1
9,1914.82,8,15021,5,5,4,554,Champions,7
4,905.04,11,15022,5,4,3,543,Loyal Customers,0
11,6802.76,2,15023,5,5,5,555,Champions,7
10,1661.33,9,15024,5,5,4,554,Champions,7
1,377.01,32,15025,3,1,2,312,Lost,0
3,469.0,79,15026,2,3,2,232,At Risk,0
4,1066.15,30,15027,4,4,4,444,Champions,0
4,627.13,7,15028,5,4,3,543,Loyal Customers,0
2,518.28,71,15030,2,3,3,233,At Risk,0
4,668.14,3,15031,5,4,3,543,Loyal Customers,0
3,4959.1,255,15032,1,3,5,135,At Risk,1
10,2586.67,4,15033,5,5,5,555,Champions,7
8,4308.61,15,15034,4,5,5,455,Champions,7
1,252.73,89,15035,2,1,2,212,About to Sleep,0
3,465.55,71,15036,2,3,2,232,At Risk,0
6,705.49,58,15038,3,5,3,353,Loyal Customers,0
47,19914.44,9,15039,5,5,5,555,Champions,4
1,180.35,169,15041,2,1,1,211,About to Sleep,5
1,135.93,198,15042,1,1,1,111,About to Sleep,5
1,537.0,30,15043,4,1,3,413,New Customers,0
17,7700.23,18,15044,4,5,5,455,Champions,7
2,735.66,151,15045,2,3,3,233,At Risk,5
15,5213.77,8,15046,5,5,5,555,Champions,7
1,343.62,269,15047,1,1,2,112,About to Sleep,1
4,384.05,64,15048,3,4,2,342,Loyal Customers,0
1,121.17,273,15049,1,1,1,111,About to Sleep,1
3,1782.09,24,15050,4,3,4,434,Loyal Customers,0
3,1391.61,22,15051,4,3,4,434,Loyal Customers,0
1,215.78,318,15052,1,1,1,111,About to Sleep,1
3,697.79,4,15053,5,3,3,533,Loyal Customers,0
2,302.1,11,15054,5,3,2,532,Loyal Customers,0
2,1489.5,274,15057,1,3,4,134,At Risk,1
11,2124.99,24,15058,4,5,5,455,Champions,7
9,1337.72,40,15059,3,5,4,354,Loyal Customers,7
4,303.09,7,15060,5,4,2,542,Loyal Customers,0
48,54534.14,3,15061,5,5,5,555,Champions,3
4,987.86,70,15062,3,4,4,344,Loyal Customers,0
1,370.8,212,15063,1,1,2,112,About to Sleep,5
4,3158.13,37,15065,3,4,5,345,Loyal Customers,0
1,893.59,52,15066,3,1,3,313,Promising,0
3,1744.76,77,15067,2,3,4,234,At Risk,0
2,553.36,45,15068,3,3,3,333,Loyal Customers,0
1,1109.53,178,15069,1,1,4,114,About to Sleep,5
1,106.2,372,15070,1,1,1,111,About to Sleep,1
2,982.07,93,15071,2,3,4,234,At Risk,0
3,1043.41,9,15073,5,3,4,534,Loyal Customers,0
1,748.87,104,15074,2,1,3,213,About to Sleep,5
1,773.03,77,15075,2,1,3,213,About to Sleep,0
1,880.85,172,15076,2,1,3,213,About to Sleep,5
32,9743.11,6,15078,5,5,5,555,Champions,4
4,895.61,212,15079,1,4,3,143,At Risk,5
5,504.8,21,15081,4,4,3,443,Loyal Customers,0
1,88.2,256,15083,1,1,1,111,About to Sleep,1
1,306.94,281,15087,1,1,2,112,About to Sleep,1
2,1160.07,20,15088,4,3,4,434,Loyal Customers,0
6,2420.84,9,15089,5,5,5,555,Champions,0
1,381.32,307,15090,1,1,2,112,About to Sleep,1
1,480.71,67,15091,3,1,2,312,Lost,0
2,457.81,214,15092,1,3,2,132,At Risk,5
6,4597.02,17,15093,4,5,5,455,Champions,7
4,1370.6,103,15095,2,4,4,244,At Risk,5
1,219.39,42,15096,3,1,1,311,Lost,0
1,248.08,3,15097,5,1,1,511,New Customers,0
3,39916.5,181,15098,1,3,5,135,At Risk,5
1,410.48,83,15099,2,1,2,212,About to Sleep,0
3,876.0,333,15100,1,3,3,133,At Risk,1
2,317.53,8,15101,5,3,2,532,Loyal Customers,0
2,703.36,30,15103,4,3,3,433,Loyal Customers,0
2,1027.44,196,15104,1,3,4,134,At Risk,5
7,2298.93,17,15105,4,5,5,455,Champions,7
5,1422.52,17,15106,4,4,4,444,Champions,0
6,319.5,310,15107,1,5,2,152,At Risk,1
4,1300.25,141,15108,2,4,4,244,At Risk,5
1,484.95,245,15109,1,1,2,112,About to Sleep,1
4,996.1,23,15110,4,4,4,444,Champions,0
3,1567.48,28,15111,4,3,4,434,Loyal Customers,0
3,3609.33,9,15113,5,3,5,535,Loyal Customers,0
10,2760.56,29,15114,4,5,5,455,Champions,7
1,340.11,17,15115,4,1,2,412,New Customers,0
4,1352.75,17,15116,4,4,4,444,Champions,0
5,1551.78,14,15117,4,4,4,444,Champions,0
1,244.8,133,15118,2,1,1,211,About to Sleep,5
1,266.4,245,15119,1,1,2,112,About to Sleep,1
1,358.82,133,15120,2,1,2,212,About to Sleep,5
2,457.72,49,15121,3,3,2,332,Loyal Customers,0
3,1633.78,113,15122,2,3,4,234,At Risk,5
2,2199.31,6,15123,5,3,5,535,Loyal Customers,0
2,184.19,22,15124,4,3,1,431,Loyal Customers,0
15,11528.48,24,15125,4,5,5,455,Champions,7
1,406.53,65,15127,3,1,2,312,Lost,0
4,1471.0,59,15128,3,4,4,344,Loyal Customers,0
11,3447.4,49,15129,3,5,5,355,Loyal Customers,7
1,330.11,169,15130,2,1,2,212,About to Sleep,5
5,977.93,17,15132,4,4,4,444,Champions,0
3,982.42,127,15133,2,3,4,234,At Risk,5
8,1387.99,14,15134,4,5,4,454,Champions,7
1,139.05,238,15135,1,1,1,111,About to Sleep,1
4,1286.7,2,15136,5,4,4,544,Champions,0
2,178.96,239,15139,1,3,1,131,At Risk,1
7,2354.25,51,15140,3,5,5,355,Loyal Customers,7
1,498.74,45,15142,3,1,3,313,Promising,0
1,259.45,225,15143,1,1,2,112,About to Sleep,5
17,6580.44,7,15144,5,5,5,555,Champions,7
4,1194.73,3,15145,5,4,4,544,Champions,0
2,1327.16,164,15146,2,3,4,234,At Risk,5
1,623.5,239,15147,1,1,3,113,About to Sleep,1
1,301.29,10,15148,5,1,2,512,New Customers,0
1,520.8,133,15149,2,1,3,213,About to Sleep,5
10,5314.47,16,15150,4,5,5,455,Champions,7
13,4745.69,9,15152,5,5,5,555,Champions,7
1,329.25,30,15153,4,1,2,412,New Customers,0
1,296.42,74,15154,2,1,2,212,About to Sleep,0
3,961.49,0,15156,5,3,4,534,Loyal Customers,0
3,1936.07,3,15157,5,3,4,534,Loyal Customers,0
1,401.4,44,15158,3,1,2,312,Lost,0
30,18641.01,1,15159,5,5,5,555,Champions,4
1,158.16,356,15160,1,1,1,111,About to Sleep,1
2,304.47,17,15163,4,3,2,432,Loyal Customers,0
3,843.05,68,15164,3,3,3,333,Loyal Customers,0
1,487.75,372,15165,1,1,2,112,About to Sleep,1
1,163.0,320,15167,1,1,1,111,About to Sleep,1
1,106.56,25,15168,4,1,1,411,New Customers,0
1,1289.5,330,15171,1,1,4,114,About to Sleep,1
5,1624.05,8,15172,5,4,4,544,Champions,0
1,135.75,322,15174,1,1,1,111,About to Sleep,1
1,224.14,71,15175,2,1,1,211,About to Sleep,0
1,40.5,259,15178,1,1,1,111,About to Sleep,1
5,2206.95,17,15179,4,4,5,445,Champions,0
1,87.5,366,15180,1,1,1,111,About to Sleep,1
3,689.48,65,15181,3,3,3,333,Loyal Customers,0
2,622.85,153,15182,2,3,3,233,At Risk,5
2,406.76,28,15184,4,3,2,432,Loyal Customers,0
1,310.62,69,15185,3,1,2,312,Lost,0
2,411.41,13,15186,4,3,2,432,Loyal Customers,0
16,4777.18,1,15187,5,5,5,555,Champions,7
41,16225.39,0,15189,5,5,5,555,Champions,4
